CPC3-code,CPC3-title,CPC3-title-ZH,ilcd_code,ilcd_category
43915,"Oil filters, petrol filters and air intake filters for internal combustion engines",机油滤清器、汽油过滤器及内燃机进气过滤器,7.4,Systems: Other machines
4392,"Machinery for cleaning bottles, packing, and weighing; spraying machinery",洗瓶、包装及量重机械，喷射机械,7.1,Systems: Packaging
43921,"Machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags or other containers; machinery for aerating beverages; other packing or wrapping machinery",洗涤或干燥瓶或其他容器用机械；瓶、桶、箱、袋或其他容器的装填、闭合、封口、瓶帽密封或贴标签的机械；饮料充气机；其他包装机械,7.1,Systems: Packaging
43922,Weighing machinery (excluding balances of a sensitivity of 5 cg or better),衡器（灵敏度5厘克或以下天平除外）,7.4,Systems: Other machines
43923,"Fire extinguishers; spray guns and similar appliances; steam or sand blasting machines and similar jet projecting machines; mechanical appliances for projecting, dispersing or spraying liquids or powders, except agricultural or horticultural appliances",灭火器；喷枪及类似器具；喷气或喷砂机及类似喷射机器；液体或粉末投射、弥散或喷射用机械设备，农业或园艺用器具除外,7.4,Systems: Other machines
43924,Gaskets of metal sheeting,金属片制密封垫,7.4,Systems: Other machines
4393,General-purpose machinery n.e.c.,未另列明的通用机械,7.4,Systems: Other machines
43931,"Fans, except domestic type; centrifuges, except cream separators and clothes dryers",风扇，家用型除外；离心机，乳脂分离机及干衣机除外,7.4,Systems: Other machines
43932,Machinery n.e.c. for the treatment of materials by a process involving a change of temperature,未另列明的利用改变温度的方法处理材料的机械,7.4,Systems: Other machines
43933,"Calandering or other rolling machines, except for metals or glass",砑光机或其他滚轧机，金属的或玻璃的除外,7.4,Systems: Other machines
43934,Automatic goods vending machines,自动售货机,7.4,Systems: Other machines
43935,"Dishwashing machines, except household type",洗碟机，家用型除外,7.6,Systems: White goods
4394,Parts for the goods of classes 4391 to 4393,4391至4393级所列制品的零件,7.8,Systems: Unspecific parts
43941,Parts of producer gas or water gas generators; parts of acetylene gas generators and similar water process gas generators; parts for the goods of subclass 43912; parts of refrigerating and freezing equipment and heat pumps; parts of machinery for the treatment of materials by a process involving a change of temperature,发生炉煤气或水煤气发生器零件；乙炔发生器及类似水法气体发生器零件；43912次级所列制品的零件；冷藏和冷冻设备及热泵的零件；利用改变温度的方法处理材料的机械用零件,7.4,Systems: Other machines
43942,"Parts of centrifuges, including centrifugal dryers; parts of filtering or purifying machinery and apparatus for liquids or gases",离心机的零件，包括离心干燥机；液体或气体过滤或净化机械和器具的零件,7.4,Systems: Other machines
43943,"Parts for the goods of subclasses 43922, 43923 and 43933; weighing machine weights; parts of agricultural or horticultural mechanical appliances for projecting, dispersing or spraying liquids or powders",43922、43923及43933次级所列制品的零件；衡器的砝码；液体或粉末投射、弥散或喷射用农业或园艺机械设备的零件,7.4,Systems: Other machines
43944,"Parts n.e.c. of dish washing machines; parts of machinery for cleaning or drying bottles or other containers; parts of machinery for filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags or other containers and of machinery for aerating beverages; parts of other packing or wrapping machinery",未另列明的洗碟机零件；瓶或其他容器洗涤或干燥用机械的零件；瓶、桶、箱、袋或其他容器的装填、闭合、封口、瓶帽密封或贴标签用机械的零件和饮料充气机的零件；其他包装机零件,7.8,Systems: Unspecific parts
43949,"Machinery parts, non-electrical n.e.c.",未另列明非电力机械零件,7.4,Systems: Other machines
44,Special-purpose machinery,专用机械,7.4,Systems: Other machines
441,Agricultural or forestry machinery and parts thereof,农业或林业用机械及其零件,6.1,Materials production: Agricultural production means
4411,"Soil machinery (Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers)",土壤机械（用于整地或耕作的农业、园艺或林业机械；草坪或运动场地压路机）,6.1,Materials production: Agricultural production means
44111,Ploughs,犁,6.1,Materials production: Agricultural production means
44112,"Harrows, scarifies, cultivators, weeders and hoes",耙、除草机、耕耘机、除草机和锄头,6.1,Materials production: Agricultural production means
44113,"Seeders, planters and transplanters",播种机、播种机和插秧机,6.1,Materials production: Agricultural production means
44114,Manure spreaders and fertilizer distributors,撒肥机和肥料分配器,6.1,Materials production: Agricultural production means
44115,Parts of soil machinery,土壤机械部件,6.1,Materials production: Agricultural production means
44119,"Other soil machinery, n.e.c.",其他土壤机械（未另说明,6.1,Materials production: Agricultural production means
4412,"Harvester and threshers; machines for cleaning, sorting or grading agricultural products",收割机和脱粒机；用于清洗、分类或分级农产品的机器,6.1,Materials production: Agricultural production means
44121,"Mowers for lawns, parks or sportsgrounds",用于草坪、公园或运动场的割草机,7.4,Systems: Other machines
44122,Combine harvester / threshers,联合收割机/脱粒机,7.4,Systems: Other machines
44123,"Other mowers, including cutter bars for tractor mounting",其他割草机，包括用于拖拉机安装的刀杆,7.4,Systems: Other machines
44124,Other haymaking machinery,其他打草机械,7.4,Systems: Other machines
44125,"Straw or fodder balers, including pickup balers",秸秆或饲料打包机，包括拾取式打包机,6.1,Materials production: Agricultural production means
44126,Root or tuber harvesting machines,根茎或块茎收割机,6.1,Materials production: Agricultural production means
44127,"Machines for cleaning, sorting or grading eggs, fruits or other agricultural produce",用于清洗、分类或分级鸡蛋、水果或其他农产品的机器,7.4,Systems: Other machines
44128,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",种子、谷物或干豆类蔬菜的清洗、分类或分级机,7.4,Systems: Other machines
44129,"Other harvesting and threshing machinery, n.e.c.; parts for harvesting, threshing and grading machinery",其他收割和脱粒机械，未另列明；收割、脱粒和分级机械部件,6.1,Materials production: Agricultural production means
4413,Milking and dairy machines,挤奶和乳制品机械,7.4,Systems: Other machines
44131,Milking machines,挤奶机,7.4,Systems: Other machines
44132,Dairy machinery,乳制机械,7.4,Systems: Other machines
44139,"Parts of milking and dairy machines, n.e.c.",挤奶和乳制品机械零件，未另分类,7.4,Systems: Other machines
4414,Agricultural tractors,农用拖拉机,7.3,Systems: Vehicles
44141,Pedestrian controlled tractors,行人控制拖拉机,7.3,Systems: Vehicles
44142,Track-laying tractors,履带式拖拉机,7.3,Systems: Vehicles
44149,Other agricultural tractors,其他农用拖拉机,6.1,Materials production: Agricultural production means
4415,"Mechanical appliances for projecting, dispersing or spraying liquids or powders for agriculture or horticulture",农业或园艺用的液体或粉末投射、弥散或喷射用机械设备,6.1,Materials production: Agricultural production means
44150,"Mechanical appliances for projecting, dispersing or spraying liquids or powders for agriculture or horticulture",农业或园艺用的液体或粉末投射、弥散或喷射用机械设备,6.1,Materials production: Agricultural production means
4416,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,农业用自装或自卸拖车及双轮拖车,7.3,Systems: Vehicles
44160,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,农业用自装或自卸拖车及双轮拖车,7.3,Systems: Vehicles
4419,Other agricultural machinery,其他农业机械,6.1,Materials production: Agricultural production means
44191,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices or similar beverages",制红酒、制苹果汁、制果汁或类似饮料用的压榨机、轧碎机及类似机械,7.4,Systems: Other machines
44192,Machinery for preparing animal feeding stuffs,制备动物饲料的机械,7.4,Systems: Other machines
44193,Poultry incubators and brooders,家禽孵化器和育雏器,6.1,Materials production: Agricultural production means
44194,Poultry-keeping machinery,家禽饲养机械,6.1,Materials production: Agricultural production means
44198,Other agricultural machinery n.e.c.,其他农业机械,6.1,Materials production: Agricultural production means
44199,Parts of agricultural machinery,农业机械部件,6.1,Materials production: Agricultural production means
442,Machine-tools and parts and accessories thereof,机床及其零件与配件,7.4,Systems: Other machines
4421,Machine-tools for working metal; machine-tools for working any material by laser or similar process,金属切削机床；用激光或类似工艺加工任何材料用机床,7.4,Systems: Other machines
44211,"Machine-tools for working any material by removal of material, by laser or other light or photon beam, ultra-sonic, electro-discharge, electro-chemical, electron beam, ionic beam or plasma arc processes, water-jet cutting machines",通过激光或其他光束或光子束、超音速、放电、电化学、电子束、离子束或等离子弧过程去除材料而加工任何材料的机器工具，喷水切割机,7.4,Systems: Other machines
44212,"Machining centres, unit construction machines (single station) and multi-station transfer machines, for working metal",金属切削用多工序自动数控机床，单元结构机床（单工位），多工位连续自动工作机床,7.4,Systems: Other machines
44213,Lathes for removing metal,切削金属用机床,7.4,Systems: Other machines
44214,"Machine-tools for drilling, boring or milling metal",钻床、镗床或铣床,7.4,Systems: Other machines
44215,"Machine-tools for threading or tapping by removing metal, except lathes and way-type unit head machines",切削金属用车螺纹机床或开口机床，车床和组合头钻床除外,7.4,Systems: Other machines
44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products; machine-tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine-tools working by removing metal, sintered metal carbides or cermets n.e.c.",利用砂轮、磨料或抛光产品等手段对金属、烧结金属碳化物或金属陶瓷去毛刺、刃磨、研磨、搪磨、精磨、抛光或其他精加工用机床；刨床、牛头刨床、立刨床、拉床、切齿机、齿轮磨床或齿轮精加工机床、锯床、切断机及用切削金属、烧结金属碳化物或金属陶瓷方式进行加工的其他未另列明的机床,7.4,Systems: Other machines
44217,"Machine-tools for working metal by forging, hammering or die-stamping; machine-tools for working metal by bending, folding, straightening, flattening, shearing, punching or notching; other presses for working metal or metal carbides",以锻压、锤击或模压方式加工金属的机床；以弯曲、折叠、矫直、压平、剪切、冲压或开槽等方式加工金属的机床；其他金属或金属碳化物加工用压力机,7.4,Systems: Other machines
44218,"Machine-tools n.e.c. for working metal, sintered metal carbides or cermets, without removing material",未另列明的以不切削材料的方式对金属、烧结金属碳化物或金属陶进行加工的机床,7.4,Systems: Other machines
4422,"Machine-tools for working stone, ceramics and the like, and for working wood, bone, hard plastics and the like; presses for the manufacture of particle board and the like",石、陶瓷及类似矿物材料加工用机械，木料、骨、硬质塑料及类似材料加工用机械；制造碎料板及类似品的压力机,7.4,Systems: Other machines
44221,"Machine-tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass",石、陶瓷、混凝土、石棉水泥或类似矿物材料加工用机械或玻璃冷加工机械,7.4,Systems: Other machines
44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork",木料、软木、骨、硬橡胶、硬质塑料或类似硬质材料加工用机械；制造木质或其他木制碎料板或建筑用纤维板的压力机，以及处理木料或软木的机械,7.4,Systems: Other machines
4423,"Tools for working in the hand, powered",手用、动力加工工具,7.4,Systems: Other machines
44231,"Tools for working in the hand, pneumatic, hydraulic or with self-contained non-electric motor",手动、气动、液压或自带非电动马达的工具,7.4,Systems: Other machines
44232,"Electromechanical tools for working in the hand, with self-contained electric motor",带整装电动机的手用加工电动工具,7.4,Systems: Other machines
4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated surface tempering machines and appliances; electric machines and apparatus for hot spraying of metals or sintered metal carbides",软焊、硬焊或熔接机械及器具；气动表面回火机及器具；电动金属或烧结金属碳化物的热喷涂机及器具,7.4,Systems: Other machines
44241,"Electrical machinery and apparatus for soldering, brazing or welding; electric machines and apparatus for hot spraying of metals or sintered metal carbides",用于焊接、钎焊或熔接的电动机械和器具；用于金属或烧结金属碳化物热喷涂的电动机械和器具,7.4,Systems: Other machines
44242,"Non-electrical machinery and apparatus for soldering, brazing or welding; gas-operated surface tempering machines and appliances",用于焊接、钎焊或熔接的非电气机械和器具；气动表面回火机和器具,7.4,Systems: Other machines
4425,Tool holders; parts and accessories for the goods of classes 4421 to 4424,刀夹；4421至4424级所列制品的零件和配件,7.4,Systems: Other machines
44251,"Tool holders, self-opening dieheads, work holders, dividing heads and other special attachments for machine-tools; tool-holders for any type of tool for working in the hand; other parts and accessories for the goods of class 4421",刀夹、自动开合板牙头、工件夹具、分度头及其他机床专用配件；各种类型的手用工具的刀夹；4421级所列制品的其他零件和配件,7.4,Systems: Other machines
44252,"Parts and accessories for the goods of subclass 44221; parts and accessories of machine tools for working wood, bone, hard plastics and the like",44221次级所列制品的零件和配件；用于木料、骨、硬质塑料及类似材料加工的机床的零件和配件,7.4,Systems: Other machines
44253,Parts for the goods of subclasses 44231 and 44232,44231 和 44232 小类商品的部件,7.3,Systems: Vehicles
44255,Parts for the goods of subclass 44241,44241 子类货物的部件,7.3,Systems: Vehicles
44256,Parts for the goods of subclass 44242,44242 子类货物的部件,7.2,Systems: Electrics and electronics
443,Machinery for metallurgy and parts thereof,冶金机械及其零件,7.4,Systems: Other machines
4431,"Converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries; metal-rolling mills",冶金及金属铸造用转炉、铸勺、铸锭模、浇铸机；金属滚轧机,7.4,Systems: Other machines
44310,"Converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries; metal-rolling mills",冶金及金属铸造用转炉、铸勺、铸锭模、浇铸机；金属滚轧机,7.4,Systems: Other machines
4432,Parts for the goods of subclass 44310 (including rolls for rolling mills),44310次级所列机械的零件（包括滚轧机用轧辊）,7.4,Systems: Other machines
44320,Parts for the goods of subclass 44310 (including rolls for rolling mills),44310次级所列机械的零件（包括滚轧机用轧辊）,7.4,Systems: Other machines
444,"Machinery for mining, quarrying and construction, and parts thereof",采矿机、采石机和建筑机械及其零件,7.4,Systems: Other machines
4441,"Continuous-action elevators and conveyors, for goods or materials, specially designed for underground use; coal or rock cutters and tunnelling machinery; other boring and sinking machinery",按专门设计用于地下运送货物及原料的连动升降机和输送机；煤或岩石切削机及遂道掘进机；其他钻机及凿井机,7.4,Systems: Other machines
44411,"Continuous-action elevators and conveyors, for goods or materials, specially designed for underground use",按专门设计用于地下运送货物及原料的连动升降机和输送机,7.4,Systems: Other machines
44412,Coal or rock cutters and tunnelling machinery; other boring and sinking machinery,煤或岩石切削机及隧道掘进机；其他钻机及凿井机,7.4,Systems: Other machines
4442,"Other moving, grading, levelling, scraping, excavating, tamping, compacting or extracting machinery, self-propelled, for earth, minerals or ores (including bulldozers, mechanical shovels and road rollers)",用于土壤、矿物或矿石的其他自动移动、平土机、平整、铲运、开挖、捣固、夯实或开采机械（包括推土机、挖掘机和压路机）,7.4,Systems: Other machines
44421,"Bulldozers and angledozers, self-propelled",自动推动推土机和侧铲推土机,7.4,Systems: Other machines
44422,"Graders and levellers, self-propelled",自动推动平土机和平地机,7.4,Systems: Other machines
44423,"Scrapers, self-propelled",自动推动铲土机,7.4,Systems: Other machines
44424,"Tamping machines and road rollers, self-propelled",自动推动打夯机和压路机,7.4,Systems: Other machines
44425,"Front-end shovel loaders, self-propelled",自动推动前端斗式装载机,7.4,Systems: Other machines
44426,"Mechanical shovels, excavators and shovel loaders, self-propelled, with a 360-degree revolving superstructure, except front-end shovel loaders",上部结构可以转动360度的自动推动挖土机、挖掘机和斗式装载机，前端斗式装载机除外,7.4,Systems: Other machines
44427,"Mechanical shovels, excavators and shovel loaders, except front-end shovel loaders and machinery with a 360-degree revolving superstructure; moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery n.e.c., self-propelled, for earth, minerals or ores",自动推动挖土机、挖掘机和斗式装载机，前端斗式装载机和上部结构可转动360度的机械除外；未另列明的用于土壤、矿物或矿石的机动移动、平土、平整、铲运、开挖、捣固、夯实、开采或钻孔机械,7.4,Systems: Other machines
44428,Dumpers designed for off-highway use,专用于越野的翻斗车,7.3,Systems: Vehicles
44429,Bulldozer or angledozer blades,推土机或侧铲推土机的铲,7.4,Systems: Other machines
4443,"Pile-drivers and pile-extractors; snow-ploughs and snow-blowers; other moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, not self-propelled, for earth, minerals or ores; machinery n.e.c. for public works, building or the like",打桩机和拨桩机；铲雪机和清雪机；其他用于土壤、矿物或矿石的非机动移动、平土、平整、铲运、开挖、捣固、夯实、开采或钻孔的机械；未另列明的用于公共工程、建筑或类似用途的机械,7.4,Systems: Other machines
44430,"Pile-drivers and pile-extractors; snow-ploughs and snow-blowers; other moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, not self-propelled, for earth, minerals or ores; machinery n.e.c. for public works, building or the like",打桩机和拨桩机；铲雪机和清雪机；其他用于土壤、矿物或矿石的非机动移动、平土、平整、铲运、开挖、捣固、夯实、开采或钻孔的机械；未另列明的用于公共工程、建筑或类似用途的机械,7.4,Systems: Other machines
4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid form; machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials or other mineral products in powder or paste form; machines for forming foundry moulds of sand",固体的泥土、石料、矿石或其他矿物质用的检选、筛分、分离，洗涤、破碎、粉磨、混合或捏和机械；固体的矿物燃料、陶土泥料、未硬化水泥、粉刷材料或其他粉状、糊状矿产品用的凝集、成型或造型机械；成型铸砂模机,7.4,Systems: Other machines
44440,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid form; machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials or other mineral products in powder or paste form; machines for forming foundry moulds of sand",固体的泥土、石料、矿石或其他矿物质用的检选、筛分、分离，洗涤、破碎、粉磨、混合或捏和机械；固体的矿物燃料、陶土泥料、未硬化水泥、粉刷材料或其他粉状、糊状矿产品用的凝集、成型或造型机械；成型铸砂模机,7.4,Systems: Other machines
4446,Parts for the goods of classes 4441 to 4444,4441至4444级所列机械的零件,7.4,Systems: Other machines
44461,"Parts n.e.c. of boring or sinking machinery and of derricks, cranes, mobile lifting frames, straddle carriers and works trucks fitted with a crane; parts n.e.c. of moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery for earth, minerals or ores; parts of pile-drivers and pile-extractors; parts of snow-ploughs and snow-blowers",未另列明的钻孔机和凿井机、悬臂起重机、起重机、移动式吊架、万能自动装卸机及装有起重机的工程卡车的零件；未另列明的用于土壤、矿物、矿石的移动、平土、平整、铲运、开挖、捣固、夯实、开采或钻孔的机械的零件；打桩机和拔桩机零件；铲雪机和清雪机零件,7.4,Systems: Other machines
44462,Parts for the goods of subclass 44440,44440次级所列制品的零件,7.8,Systems: Unspecific parts
445,"Machinery for food, beverage and tobacco processing, and parts thereof",食品、饮料及烟草加工机械及其零件,7.4,Systems: Other machines
4451,"Machinery for the food, beverage and tobacco industries",食品、饮料及烟草工业用机械,7.4,Systems: Other machines
44511,Cream separators,乳脂分离器,7.4,Systems: Other machines
44513,Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables other than farm-type machinery,粮食碾磨工业用机械或谷类或干豆类植物加工用机械，农用机械除外,7.4,Systems: Other machines
44515,"Bakery ovens, non-electric; machinery for making hot drinks or for cooking or heating food, except domestic type machines",面包烘烤炉，非电动；制作热饮或烹饪或加热食品的机器，家用型机器除外,7.4,Systems: Other machines
44516,Machinery n.e.c. for the industrial preparation or manufacture of food or drink (including fats or oils),未另列明的食品或饮料（包括动植物油脂）工业制备或制造用机械,7.4,Systems: Other machines
44517,Machinery n.e.c. for processing tobacco,未另列明的加工烟草用机械,7.4,Systems: Other machines
44518,Dryers for agricultural products,农产品干燥机,6.1,Materials production: Agricultural production means
4452,Parts for the goods of class 4451,4451级所列机械的零件,7.4,Systems: Other machines
44522,"Parts of machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; parts n.e.c. for the goods of subclasses 44513 and 44516",种子、谷类或干豆类植物清洗、检选或分类机械的零件；未另列明的44513和44516次级所列机械的零件,7.4,Systems: Other machines
44523,Parts n.e.c. of machinery for processing tobacco,未另列明的加工烟草用机械的零件,7.4,Systems: Other machines
446,"Machinery for textile, apparel and leather production, and parts thereof",纺织、服装和皮革制品用机械及其零件,7.4,Systems: Other machines
4461,"Machinery for preparing, spinning, weaving and knitting textiles",制备机械、纺纱机、机织机、针织机,7.4,Systems: Other machines
44611,"Machines for extruding, drawing, texturing or cutting man-made textile materials; machines for preparing textile fibres or producing textile yarns; textile reeling or winding machines and machines for preparing textile yarns for use on machines for weaving, knitting and the like",人造纺织材料的挤压、拉伸、变形或裁剪用机械；制备纺织纤维用机械或生产纺织用纱的机械；摇纱机或卷绕机及制备机织机、针织机及类似机械用的纺织纱机器,7.4,Systems: Other machines
44612,Weaving machines (looms),机织机（织机）,7.4,Systems: Other machines
44613,"Knitting machines, stitch-bonding machines, machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting",针织机、缝编机、制造嵌心花线、涓网、花边、刺绣、镶边、编带或网的机械和成簇机械,7.4,Systems: Other machines
44614,"Auxiliary machinery for use with machines for textile extruding, preparing, spinning, weaving, knitting or the like",纺织的挤压、制备、纺纱、针织、机织用及类似用途机械的辅助机械,7.4,Systems: Other machines
4462,Other machinery for textile and apparel production (including sewing machines),其他纺织及服装制品的机械（包括缝纫机）,7.4,Systems: Other machines
44621,"Sewing machines, except book sewing machines and household sewing machines",缝纫机，图书装订机和家用缝纫机除外,7.4,Systems: Other machines
44622,"Laundry-type washing machines, each of a dry linen capacity exceeding 10 kg; dry-cleaning machines; drying machines for textile fabrics or articles, each of a dry linen capacity exceeding 10 kg",洗衣房用洗衣机，每台可以洗干亚麻制品10千克以上者；干洗机；织物及其制品干燥机，每台可洗干亚麻制品超过10千克者,7.6,Systems: White goods
44629,Other machinery for textile and apparel production n.e.c.,其他纺织和服装生产机械（未另说明,7.4,Systems: Other machines
4463,"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines",制备、鞣制或加工生皮、毛皮或皮革的机械或制造或修理其他生皮、毛皮或皮革鞋类的机械，缝纫机除外,7.4,Systems: Other machines
44630,"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines",制备、鞣制或加工生皮、毛皮或皮革的机械或制造或修理其他生皮、毛皮或皮革鞋类的机械，缝纫机除外,7.4,Systems: Other machines
4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621 (including sewing machine needles and furniture, bases and covers for sewing machines); parts for the goods of subclass 44622; parts for the goods of subclass 44629, except parts of machinery for the manufacture or finishing of felt or nonwovens and blocks for making hats; parts for the goods of subclass 44630; parts of household or laundry-type washing machines and textile drying machines, each of a dry linen capacity not exceeding 10 kg",第 4461 类货物的零件；第 44621 子类货物的零件（包括缝纫机针和缝纫机用家具、底座和盖子）；第 44622 子类货物的零件；第 44629 子类货物的零件，但制造或整理毛毡或非织造布的机械零件和制帽块除外；第 44630 子类货物的零件；家用或洗衣用洗衣机和纺织品烘干机的零件，每台干麻布容量不超过 10 公斤,7.8,Systems: Unspecific parts
44640,"Parts for the goods of class 4461; parts for the goods of subclass 44621 (including sewing machine needles and furniture, bases and covers for sewing machines); parts for the goods of subclass 44622; parts for the goods of subclass 44629, except parts of machinery for the manufacture or finishing of felt or nonwovens and blocks for making hats; parts for the goods of subclass 44630; parts of household or laundry-type washing machines and textile drying machines, each of a dry linen capacity not exceeding 10 kg",第 4461 类货物的零件；第 44621 子类货物的零件（包括缝纫机针和缝纫机用家具、底座和盖子）；第 44622 子类货物的零件；第 44629 子类货物的零件，但制造或整理毛毡或非织造布的机械零件和制帽块除外；第 44630 子类货物的零件；家用或洗衣用洗衣机和纺织品烘干机的零件，每台干麻布容量不超过 10 公斤,7.8,Systems: Unspecific parts
447,Weapons and ammunition and parts thereof,武器、弹药及其零件,7.4,Systems: Other machines
4471,"Tanks and other armoured fighting vehicles, motorized, and parts thereof",坦克车及其他军用装甲机动车辆及其零件,7.3,Systems: Vehicles
44710,"Tanks and other armoured fighting vehicles, motorized, and parts thereof",坦克车及其他军用装甲机动车辆及其零件,7.3,Systems: Vehicles
4472,"Military weapons, other than revolvers, pistols and swords and the like",军用武器，左轮枪、手枪、刀剑及类似武器除外,10.9,Other Services: Defence
44720,"Military weapons, other than revolvers, pistols and swords and the like",军用武器，左轮枪、手枪、刀剑及类似武器除外,10.9,Other Services: Defence
4473,"Revolvers, pistols, other firearms and similar devices; other arms",左轮枪、手枪、其他火器及类似器械；其他武器,10.9,Other Services: Defence
44730,"Revolvers, pistols, other firearms and similar devices; other arms",左轮枪、手枪、其他火器及类似器械；其他武器,7.4,Systems: Other machines
4474,"Bombs, grenades, torpedoes, mines, missiles and similar munitions of war and parts thereof; cartridges and other ammunition and projectiles and parts thereof, including shot and cartridge wads",炸弹、手榴弹、鱼雷、地雷、导弹及类似军需品及其零件；炸药包和其他弹药及枪榴弹及其零件，包括弹夹和弹塞,10.9,Other Services: Defence
44740,"Bombs, grenades, torpedoes, mines, missiles and similar munitions of war and parts thereof; cartridges and other ammunition and projectiles and parts thereof, including shot and cartridge wads",炸弹、手榴弹、鱼雷、地雷、导弹及类似军需品及其零件；炸药包和其他弹药及枪榴弹及其零件，包括弹夹和弹塞,10.9,Other Services: Defence
4475,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor",剑、弯刀、刺刀、长矛及类似武器及其零件和剑鞘及其护套等,7.4,Systems: Other machines
44750,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor",剑、弯刀、刺刀、长矛及类似武器及其零件和剑鞘及其护套等,7.4,Systems: Other machines
4476,Parts of military weapons and other arms,军用武器及其他武器的零件,7.4,Systems: Other machines
44760,Parts of military weapons and other arms,军用武器及其他武器的零件,7.4,Systems: Other machines
448,Domestic appliances and parts thereof,家用电器及其零件,7.6,Systems: White goods
4481,Domestic electric appliances; non-electric refrigerators and clothes drying machines,家用电器；非电动冰箱及衣服烘干机,7.6,Systems: White goods
44811,"Refrigerators and freezers, household type, electric or non-electric",电动或非电动家用冰箱及食品冷冻器,7.6,Systems: White goods
44812,"Dishwashing machines and clothes or linen washing or drying machines, household type, electric or non-electric",电动或非电动家用洗碟机及衣服和亚麻制品洗涤或烘干用机器,7.6,Systems: White goods
44813,Electric blankets,电热毯,7.6,Systems: White goods
44814,Household sewing machines,家用缝纫机,7.6,Systems: White goods
44815,Fans and ventilating or recycling hoods of the domestic type,家用风扇及通风罩或循环排气罩,7.6,Systems: White goods
44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers, food mixers, shavers, hair dryers, smoothing irons, coffee makers and toasters)",其他小型家用电器（包括真空吸尘器、厨房废物处理器、食物搅拌器、剃须刀、吹风机、熨斗、咖啡壶和烤面包器）,7.6,Systems: White goods
44817,"Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; ovens; cookers, cooking plates, boiling rings, grillers and roasters",瞬时电热器或存储式电热水器及浸入式水加热器；空间电热装置及土壤电热装置；烤箱；蒸煮用具、炊事电炉、沸腾电灶、烤架及烤炉,7.6,Systems: White goods
44818,"Electric heating resistors, except of carbon",加热电阻器，碳电阻器除外,7.2,Systems: Electrics and electronics
4482,"Domestic cooking and heating equipment, non-electric",非电动家用烹饪及取暖设备,7.6,Systems: White goods
44821,"Cooking appliances and plate warmers, non-electric, domestic, of iron or steel",烹饪用具和暖碟器，非电动，家用，铁质或钢质,7.6,Systems: White goods
44822,"Stoves, grates, braziers and similar non-electric domestic appliances (other than cooking appliances and plate warmers) of iron or steel",铁或钢制火炉、炉篦、烤炉及类似非电动家用器具（烹饪用器具及加温器除外）,7.6,Systems: White goods
44823,"Radiators for central heating, not electrically heated, of iron or steel",铁或钢制非电热的集中供暖散热器,7.4,Systems: Other machines
44824,"Air heaters and hot air distributors, not electrically heated, incorporating a motor-driven fan or blower, of iron or steel",装有马达驱动的风扇或鼓风机的铁或钢制非电热的空气加热器及热空气分配器,7.6,Systems: White goods
44825,"Central heating boilers, for producing hot water or low pressure steam",可产生热水或低压蒸汽的集中供热锅炉,7.4,Systems: Other machines
